,comment_IDs,user_IDs,shop_IDs,comment_lenghs,VIPcomment_ornot,if_pictures,comment_pictures,comment_taste_scores,comment_surround_scores,comment_serv_scores,comment_words,heart_nums,reply_nums,busi_reply_words,busi_reply_lenghs,,,,,刘心如,李志勋,栗渊钧,丁妮,是否满意,,周星彤,徐睿双,张柃娜,刘睿益,苏子眙
811299,337782064,16747033,508523,20,0,0,0,4,4,4,这里环境不错很干净人不多串也很好吃,0,0,亲感谢您光临西部马华大钟寺餐厅西部马华年里本着真诚真实真材实料的原则为您烹饪每一道菜肴我们一直在改变更新变革不断提升亲们的用餐体验不变的是我们始终如一保证每一道菜的出品品质我是西部马华大钟寺餐厅的餐厅经理期待着您再次光临西部马华谢谢,131,,,,,,,1,,1,,,,,,
182734,317827527,42099053,1945879,39,0,0,0,4,4,4,吃了十多年一如既往滴喜欢改菜单后更接地气味道有进步好东西都去单点里了,0,0,非常感谢您的光临及点评浦发银行信用卡可享满元减元的优惠活动名额有限期待您的光临哦,53,,,,,,,1,,1,,,,,,
160415,331328601,757971586,1928578,24,0,0,0,4,4,4,味美好吃划算很只当停车不好停其他都方便,1,0,尊敬的客人您好感谢您选择我们分店并对我们餐厅做出评价您的满意就是对我们最好的肯定与激励我们始终相信好的口碑一定是从客人最真诚的满意度推荐出去的同时我们也很荣幸能为你提供最优质的服务非常欢迎您在之后的无论家人朋友或商务聚会中再次选择我们餐厅真诚期待您的再次光临,145,,,,,,,1,,1,,,,,,
621880,317850740,1131438117,32341436,15,0,0,0,4,4,4,哇好好次好棒环境灰常好,0,0,亲谢谢您的点评喜欢的话要常来哦也可以多带家人朋友过来多多帮我们宣传宣传期待您的下次光临祝您生活愉快,54,,,,,,,1,,1,,,,,,
519207,176419060,795092542,24952170,158,0,1,6,4,4,4,这个外卖披萨真是够大大大色味道不错连老爸都吃了这可是老爸第一次吃披萨呲牙呲牙呲牙甜辣鸡翅辣味田园蔬菜沙拉鲜芋仙的甜点收个尾对了还有老妈煮的南瓜粥色我太幸福了当然主要还是为了纪念抗战胜利周年得意肚歪歪沙发里卧倒捧着鲜芋仙看电视憨笑,2,1,哇您是我们乌巢金源店外卖客户的第一个点评因为我们是今天才正式上的外卖服务非常感谢您对我们外送美食的分享为了保证外卖披萨的口感我们订制了特制的保温保鲜箱从您的点评中感觉您吃得很满意很惬意我们很开心希望以后多多支持,118,,,,,,,1,,1,,,,,,
698331,247921281,861900617,38075060,21,0,0,0,4,3,3,团的双人套餐脑花很好吃里面的配菜也超赞,0,0,顾客您好谢谢您对我们促销的认可哦我们家的招牌烤脑子是根据多年来顾客的反馈在不断地改良我们曾多次拜访四川当地的烤脑子名厨也从中学到了不少知识并且将学到的手法运用到我们的产品制作当中青笋和莲藕作为配菜那是相当搭配的感谢您对我们烤脑子的关注我们会越做越好的,134,,,,,,,1,,1,,,,,,
277960,342024125,2377443,21088568,21,0,0,0,4,4,4,第一次去感觉很好梨汤很喜欢菜也好吃,0,0,尊敬的顾客您好非常感谢您一直以来对我们小吊梨汤的支持我们还有很多不足之处望您多提宝贵意见我们一定会努力做到更好的我是本店负责人刘宾电话期待您的来电,91,,,,,,,1,,1,,,,,,
38533,318082896,41146311,15963609,116,0,1,6,4,4,4,是目前我吃过最好的一家串店所有的都是自己动手烤所有肉都是现串全部名厨亮灶让人看得见的干净服务员热情中间穿插舞蹈特别有意思人多的可怕晚上从店里出来排队的人已经把电梯堵住了只能楼梯下去临走送了一袋大米特别感谢,0,2,感谢您的就餐与点评感谢您对我们的支持与认可我们会给您提供最好的服务和优质的产品丰茂全体员工期待您的光临祝您生活愉快,62,,,,,,,1,,1,,,,,,
853727,282184357,810463630,512890,67,0,1,2,3,3,4,服务太好咯来的时间有些晚点了米酒都卖没了服务员里叫王瑞大姐的特别特别好看我非常想喝就特意去找了一圈把最后一杯送我喝了非常,0,0,亲感谢你的宝贵意见我们的酸汤是用纯西红柿自然发酵加入米酸和多种中草药熬制而成的对人的身体有着开胃健脾美容养颜软化血管的功效喝酸汤得健康越喝越年轻哦祝您身体健康心想事成下次到店凭此信息可得特色凉菜一份,111,,,,,,,1,,1,,,,,,
9459,300586168,56777280,10654910,27,0,1,1,4,3,4,秋天的童话好吃到哭飞跃里面紫薯再多一点就好啦,1,0,您好非常感谢您在百忙中抽出宝贵的时间为我们点评感谢您对将太无二一如既往的支持与喜爱我们将太无二是源自加拿大带有北美血统的新派创意料理我们会继续努力加油的力争为每一位尊贵的客人提供始终如一宾至如归的贴心服务和美味的菜肴希望您继续关注我们哦我们相信有了您的支持我们肯定会越来越好再次感谢您的点评欧美汇餐厅全体员工祝您及您的家人身体健康开心快乐每一天哦我们欢迎您的下次光临,213,,,,,,,1,,1,,,,,,
373916,211639339,18703161,22439161,19,0,1,3,4,4,4,肉很鲜嫩味道不错环境不错推荐一下,0,0,您好谢谢您的称赞小店沿袭老北京铜锅炭火秉承真材实料眼见为实的宗旨确保食材的品质您的称赞就是小店的动力您有时间再来小店会继续努力真诚期待您的再次光临顺祝您阖家欢乐幸福安康新年快乐,115,,,,,,,1,,1,,,,,,
1024554,330880668,192000605,6108755,19,0,0,0,4,4,4,不错好吃对于女生来说一份就够吃了,0,0,亲感谢您为我店进行点评很高兴为您提供愉快的用餐体验您的好评是我们的动力,39,,,,,,,1,,1,,,,,,
542360,326372967,766766983,27197343,37,0,0,0,4,4,4,里面位置很好找来三里屯逛街会偶尔过来吃味道很赞热干面份量十足,0,0,谢谢亲要是住的远热大叔家支持百度外卖美团外卖饿了么外卖,34,,,,,,,1,,1,,,,,,
1893,214465263,34177367,10338660,32,0,0,0,4,4,4,非常不错我很满意口味只有一点菜的份量有点少下次曾加些好了,0,0,贵宾您好感谢您在百忙之中给我们写点评也感谢您的认可和支持做的不足之处我们一定继续努力再次感谢四季民福旺角店主管董娜,74,,,,,,,0,,0,,,,,,
42168,68849799,41830286,16440837,59,0,0,0,4,4,4,蛋糕口感香滑可口满满的慕思呀朋友专爱慕思系列的蛋糕这次评价很高很给我长面子艳丽多彩的颜色很烘托气氛大赞哦,0,0,嘿等了你这么久终于等到你来光顾我们的彩虹蛋糕店了我们非常欢迎你的光临也感谢您对的大力支持我们会一如既往提供好吃好看的彩虹蛋糕给大家月起会有一系列活动即将开启优惠多多哦我们强烈邀请粉丝们继续关注参加我们的活动如需获取活动信息可以关注的官方微博和微信哦微信公众号搜索微博搜索叔的彩虹蛋糕,213,,,,,,,1,,1,,,,,,
974551,293554591,66598965,5808148,117,0,1,6,4,4,4,听朋友介绍来的口味很好每一样菜都很可口很美味粥很软糯棉滑非常适合广东来的我们到北京吃的最好吃的一顿饭了别处都好咸好油这里既能吃到广式的清新天然小菜和各种甜粥咸粥又能尝地道的北方风味各种饼和面食和家里人吃的很开心,3,0,亲感谢您的关注与反馈我们会继续努力做到更好欢迎您再次光临,34,,,,,,,0,,0,,,,,,
965504,238374970,31377619,57839956,23,0,0,0,4,4,4,服务好味道一贯优质主要是吃完身上没有火锅味,0,0,尊敬的顾客您好感谢您的光临非常荣幸能得到您的认真评价谢谢您对我们的支持和认可我们会一如既往的为您提供最好的服务现在店里有了柠檬除味喷雾剂喷完可以去味的下次来了多送您几瓶井格老灶火锅期待您的光临,106,,,,,,,1,,1,,,,,,
783251,254470170,79835258,4734162,24,0,0,0,4,3,3,菜的种类很多海鲜也还不错对于这个价位感觉非常值了,0,0,尊敬的贵宾您好感谢您对蓝钻的支持与点评蓝钻菜品秉持粒粒是精品的要求让您吃出健康吃出美味再次感谢您的点评蓝钻全体员工祝您生活愉快,72,,,,,,,1,,1,,,,,,
905602,274742117,786531,5439398,17,0,0,0,4,4,4,就是喜欢这个味道改良川菜味道好,0,0,您好非常感谢您对眉州东坡酒楼的信任与支持您的满意就是我们奋斗的目标我们将持续做好各项品质给您的用餐带来更好的体验敬请监督如您需要订餐欢迎拨打订餐热线期待您再次光临,120,,,,,,,1,,1,,,,,,
478820,256236605,47525569,23928150,16,0,0,0,4,4,4,整体都还不错口味棒棒的,0,0,谢谢您的好评我们会一如既往的做到更好日我们新品推出诚邀您和您的家人及朋友进店品尝我是亦庄店店长张斌电话我和我的小伙伴们祝您天天开心事事顺心,97,,,,,,,1,,1,,,,,,
960026,331882315,196112198,57541095,31,0,1,2,4,4,4,大家来啦可以点名哦不过我今天来的没有音乐没有跳舞有点遗憾,0,0,尊敬的顾客您好衷心的感谢您对我们的认可您的满意是我们的服务宗旨希望您能常来我们会继续努力为您创造更好的菜品口味和更优质的服务祝您生活愉快期待您的再次光临,82,,,,,,,0,,0,,,,,,
133333,321655974,775740703,18593390,19,0,0,0,4,4,4,是上海正宗味道服务也很不错卫生整洁,0,0,感谢您选择南小馆用餐并为我们书写点评您的支持是我们前进的动力月号我们全新菜单上线给您带来美味视觉双重享受期待您的再次光临祝您生活愉快门店经理李海增,97,,,,,,,1,,1,,,,,,
229940,337156101,166202832,19807576,176,0,1,4,4,3,3,吃完冻酸奶也不是很饿看见港式茶餐厅几个字突然想吃肠粉和虾饺大众点评了一下评价不错就走了进来点了三杯鸡这个感觉味道不是特别好没有在另一家餐厅吃的好吃凯撒沙拉嗯单纯为了满足我吃草的欲望还挺好吃的就是一大盆最后剩了半盆鲜虾肠粉味道不错跟在广州吃的味道差不多虾饺没吃到被某人直接干掉了三个总之味道还可以以后可以试试别的菜,0,0,感谢亲对吾悦厨房的支持您的满意就是我们永恒的追求吾悦厨房全体员工期待您的下次光临祝您生活愉快,50,,,,,,,0,,0,,,,,,
849756,331133726,23035223,512421,31,0,0,0,4,4,4,虽然有排队但是也赠送了菜品口味和别的家一样服务还是不错的,0,0,尊敬的贵宾您好我是石景山店店长张佳丽感谢您对我们认可我们也会持续做好服务菜品品质给您的用餐带来更好的体验在新的一年里祝您身体健康工作顺利我们全体员工欢迎您再次光临联系电话,111,,,,,,,1,,1,,,,,,
307659,341881735,6540951,21582998,28,0,0,0,4,4,4,今天家庭聚会烤鸭选择的精品味道很赞的说下次还会来,0,1,感谢亲的点评及支持哦我们将持续努力争取做到更好我是眉州东坡酒楼鸿坤广场店店长聂婷婷联系电话眉州东坡健康好食材东坡春笋上市啦欢迎您来品尝喔祝您及家人生活愉快身体健康,103,,,,,,,1,,1,,,,,,
810109,324789064,1157667182,508491,32,0,0,0,4,4,4,阿姨赞环境优雅交通便利服务周到大赞回去分享盆友,0,0,亲非常感谢您对我们的支持我们会继续努力您的五星好评是我们唯一的服务宗旨福口居全体员工恭候您的再次光临祝您生活愉快,62,,,,,,,1,,1,,,,,,
261851,182027872,453926475,20843410,52,0,0,0,3,4,3,不错不错团购了的套餐好多肉三个女生吃完撑死味道不错服务也很好没有因为团购就另外对待,0,0,十分感谢您客观的评价有了您的支持我们会更加努力的将伙伴烤肉餐吧做的更好同时期待您的再次光临,50,,,,,,,1,,1,,,,,,
52840,296092556,40037795,16762123,16,0,0,0,4,4,4,好吃啊去了很多次了有特色,0,0,您好楠树生北国感谢光临站点比萨中关村餐厅您的支持和认可是我们工作最大的动力我们一定会更加努力为您提供优质的菜品周到的服务及良好的用餐环境我是店内负责人刘兵俊再次感谢您对我们的支持我们的联系电话是您有任何问题可以随时跟我们联系为了方便您的用餐我们所有餐厅均提供周边五公里之内元起免费送餐订餐电话站点比萨中关村餐厅全体员工期待您的下次光临,209,,,,,,,1,,1,,,,,,
150710,330097270,130212259,19155941,203,0,1,5,4,4,4,第一次来这家吃烤鱼分量很大味道也不错价格相对来说比其他烤鱼要便宜主要还是有会员和优惠券但是也有几个不成熟的小建议一个是等餐时间太长了几乎每桌要等其实逛商场会觉得很饿的时候呢你还要再等真么长时间第二就是点的笋切成了薄片个人认为还是切条比较好因为点的菜码是一开始就放进去的然后吃的过程中几乎笋和藕片都烂了不是糊锅就是严重影响口感感觉这个配菜的钱跟没花一样,1,0,感谢您抽出宝贵的时间为我们点评您的支持是给予我们前进的最大动力一味一诚能有今天的成绩离不开新老顾客的喜爱与光顾我们会加倍努力用心研发出更多美味的烤鱼和菜品来回馈每位支持一味一诚的顾客朋友并向顾客提供始终如一宾至如归的贴心服务我们一定会加强服务质量及服务速度希望您多多给予我们支持哦再次感谢您的点评一味一诚西单店经理户翠佳电话协全体员工祝您万事如意工作顺利期待您的再次光临,220,,,,,,,0,,0,,,,,,
81708,254085493,896328805,17872944,21,0,0,0,4,4,4,总的来说还是不错的值得推荐改天再来,0,0,十分感谢您的推荐您的满意是我们最大的前进动力希望能借助您的口碑让更多的朋友来分享黔惑的贵州味祝您节日快乐,56,,,,,,,1,,1,,,,,,
643945,275653474,45371275,32758333,27,0,0,0,4,4,4,吃过好几次了双人套餐的券非常划算三四个人都足够的量,0,0,谢谢您的一路支持阿丽斑鱼欢迎您,17,,,,,,,1,,1,,,,,,
887857,157405297,43667225,5239639,19,0,0,0,4,4,4,商品丰富种类齐全气氛好新鲜的海鲜,1,0,尊敬的贵宾感谢您选择蓝钻国际美食自助百汇您对我们酒店菜品及服务的认可是我们奋斗的目标和前进的动力为更好的提升您的满意度建议您办理会员卡成为会员可享有会员专属菜品会员生日免单赠送精美生日蛋糕等多种优惠真诚欢迎您的加入到店可以联系我们的客户经理董慧联系电话期待您的再次光临祝合家美满幸福安康,169,,,,,,,1,,1,,,,,,
445381,266973971,813851997,23570761,18,0,0,0,4,4,4,号区服务不错口味也不错还会再来,0,0,满满的爱与支持感谢亲的暖心点评艎海家人祝您生活愉快,30,,,,,,,1,,1,,,,,,
492357,244801460,54151106,24311737,46,0,1,2,4,4,4,孜然牛肉炒饭口味不错味儿不冲很有家里的感觉推荐疙瘩汤很好喝还有小炒软骨鸡也不错,0,0,感谢您的点评我们会继续努力哒,16,,,,,,,0,,0,,,,,,
600962,225490292,16093227,32333630,47,0,1,5,4,4,4,超赞比大董性价比高太多主要价格亲民以后来北京都吃他家了真的强烈推荐鸭皮入口即化哦,1,0,贵宾您好非常感谢您的评价我们会继续努力期待您的下次光临祝您生活愉快,38,,,,,,,1,,1,,,,,,
808475,221578458,38649053,508491,34,0,0,0,4,4,4,服务员热情周到小姑娘笑起来很甜蜜感谢希望生意越来越好,0,0,亲非常感谢您对我们的支持我们会继续努力您的满意是我们唯一的服务宗旨本店全体员工恭候您的再次光临,52,,,,,,,1,,1,,,,,,
1012660,199883860,101646500,6038663,67,0,1,1,4,4,4,还可以两个吃朋友不吃鱼所以要了一斤鱼全是自己吃没吃完环境还可以我们来时人不多还挺安静的鱼的味道也可以但是鸭血不太好吃,0,0,您好首先非常感谢您能选择在我们新辣道大悦城店用餐我们为了能让顾客能有更好的用餐体验及品尝到更美味的食品而一直在努力不断优化感谢您留下的宝贵意见祝您及您的家人身体健康事事顺心,92,,,,,,,0,,0,,,,,,
951451,314471983,15057451,57252290,82,0,1,3,4,4,4,吃完午饭去的点了抹茶雪冰还有芝士米糕吐司雪冰比想象中好吃里面不是全冰渣而是还有抹茶和红豆口感也不错吐司也很惊喜能拉丝哦要趁热吃总的来说值得尝试,0,0,非常感谢您的光临我们还有其他口味的产品和主食味道也很不错哦欢迎您下次光临,40,,,,,,,1,,1,,,,,,
628324,254400334,40298707,32415979,101,0,1,5,4,4,4,地方很好找而且不用等位我们两人去的服务员还给安排了四人沙发坐很贴心食材新鲜上菜速度快强烈推荐秋天的童话很好吃一份八个两人吃点一份足够量大料足而且还有大众点评的代金劵实惠多多,1,0,尊敬的爱你感谢您百忙之中的点评能给您带来满意的用餐体验我们倍感荣幸我们会继续努力不断研发致力于把更多源自世界各地无污染深海美食和始终如一宾至如归的优质服务提供给您还需要您的大力支持哦再次感谢您的点评和支持新世界餐厅全体员工祝您工作顺利天天开心,138,,,,,,,1,,1,,,,,,
449162,185998402,113743629,23630061,329,0,1,6,4,4,4,超级满意的一次体验成功成为目前吃过最满意的餐厅之一店铺装修很好看去的时候人也没有很多服务员很耐心中途还有大厨出来询问意见建议我没吃过你豆腐不愧为招牌菜身为一个爱吃豆腐的人我都不得不说这是我见过颜值最高口感最佳的法式鹅肝冻糕听起来就很高大上鹅肝配上面包干和坚果也很有营养啊柠檬鸡大大的一盘鸡配上清新的柠檬酱只要元你没看错只要元良心店家鲜虾芝士馅饼这个略一般颜值相比之下不高味道也有点淡翻滚吧其实就是芝士焗马铃薯但是芝士很厚加上百里香颜值超高番茄芝士鸡排好大一块鸡排都快要吃不动了总之这是一家服务好装修赞味道佳颜值高超实惠的店满五星超级推荐,1,0,感谢您对我们的认可及评价我们将继续保持并提升持续为您带来暖心的服务和健康美味的菜品很高兴遇见你我是本店店长徐晓梦我的电话是我代表全体员工期待您的再次光临,93,,,,,,,0,,0,,,,,,
49505,236834362,6100571,13796831,27,0,0,0,4,4,4,味道环境都不错正宗云南味道要是菜品在丰富一些就好了,0,0,额术业有专攻肴肴会继续努力哒,25,,,,,,,1,,1,,,,,,
265522,333347234,128517934,20894864,19,0,0,0,4,4,4,已经吃过好几次了带朋友一起都很喜欢,0,0,亲爱的顾客您好非常感谢您对本店的支持和认可您的满意是我们本店所有员工的不懈追求我们会再接再厉保证我们的服务品质全体员工期待您的再次光临祝您生活愉快,79,,,,,,,1,,1,,,,,,
562154,182700774,988847,2794510,99,0,1,6,4,4,4,今天媳妇生日特意选了这家馆子饭店传统的中式风格很安静没有那种嘈杂声让人感觉很舒服点了他家的几道招牌菜味道没的说媳妇吃的很开心消费水平确实不低偶尔吃一吃也无所谓何况是媳妇的生日,0,0,尊敬的贵宾您好感谢您的支持与点评希望你继续关注大三元酒家期待您的再次光临祝您事事顺心,47,,,,,,,1,,1,,,,,,
153330,255117763,5531463,1919629,127,0,1,3,4,4,4,环境好味道好一到中午就得早去人太多雯亲最爱西湖醋鱼酸甜可口有刺但不是特多鱼肉细腻糖醋排骨量有点小肉比较柴就吃个味笔管鱼好吃每次必点油有点大不腥有个新出的咖喱鸡肉土豆很好吃土豆入口即化而去很入味葱油面感觉一般比较白吃不惯,0,0,您好感谢您对孔乙己百盛店的评价真心感谢您的耐心的评价与支持孔乙己百盛店全体员工恭候您的下次光临,51,,,,,,,0,,0,,,,,,
654116,210740879,8514241,3306151,46,0,0,0,4,3,3,总体不错味道好像没有以前的好了不过总体还是很好吃但人很多服务跟不太上态度比较一般,0,0,感谢您对餐厅的评价我们会多多改善期待您的再次光临,27,,,,,,,0,,0,,,,,,
781641,308610244,810189766,4719387,32,0,0,0,4,4,4,这家店服务员服务态度非常好环境很有老北京味道不错值得推荐,1,0,尊敬的顾客您好感谢您对我们的点评和支持您的满意就是我们的宗旨我是燕莎店经理周玉电话如您有用餐需要请随时联系期待您的再次光临祝您生活愉快,89,,,,,,,1,,1,,,,,,
384616,201228647,24574711,22637137,27,0,0,0,4,4,4,爆三样烤馒头味道不错砂锅丸子和砂锅白肉也就那样吧,0,0,尊敬的客户您好感谢您给砂锅居的好评您的好评和支持是我们最大的精神支柱有您的支持和鼓励我们一路走下去未来一定会很美好为您推荐本店镇店名菜砂锅白肉招牌砂锅白肉根据所选猪肉不同部位分为精品和普通两种精品的是采用的五花肉其特点是肥瘦相间肥而不腻普通砂锅白肉是选到后尖肉制作而成适合喜欢吃瘦一点的客户选择为满足不同客户的需求我们还有以黑猪肉首农集团的北京黑六为主料的砂锅白肉供您选择为您推荐近期反响巨好的菜品供您品尝砂锅吊子砂锅下水三鲜酿馅豆腐砂锅羊排萝卜宫保虾球炸烹虾肉大蒜肚条烤馒头再一次感谢您给我们的点评冬天天冷来砂锅居吃热腾腾的砂锅暖心暖胃暖身体祝您生活愉快万事如意,315,,,,,,,0,,0,,,,,,
462058,236711269,789849855,23698559,162,0,1,3,4,4,4,烩面很正宗菜品不错环境很好建议来吃烩面很正宗菜品不错环境很好建议来吃烩面很正宗菜品不错环境很好建议来吃建议增加羊油辣椒烩面中增加青菜烩面很正宗菜品不错环境很好建议来吃烩面很正宗菜品不错环境很好建议来吃烩面很正宗菜品不错环境很好建议来吃建议增加羊油辣椒烩面中增加青菜,0,0,感谢您的支持目前店内有摄影比赛的活动关注面合堂官方微信号在关于我们摄影比赛中即可查看详情奖品丰厚把您的拍摄的图片发给我们参赛吧,84,,,,,,,0,,0,,,,,,
820889,182783227,4392664,510377,154,0,0,0,4,4,4,到了北京后的第一顿吧下午三点的午饭也是醉了但是即使是三点仍然需要排队最后幸运和人拼桌提前进入烤鸭味道不错豆汁儿实在是不习惯喝了几口就浪费了然后有个叫烧鸭四宝还是什么四宝来着超级好吃炸酱面也很不错面条劲道烤鸭的皮还是大董的赞哈哈总体还是可以的值得一吃性价比相对挺高,0,0,亲爱的贵宾谢谢您对我们的认可我们将不断在服务上菜品上以及环境上努力的做到更好为您提供更优质的服务更好的用餐体验感谢您对四季民福的支持四季民福欢迎您的下次光临,85,,,,,,,0,,0,,,,,,
761420,303654341,23438171,4517892,15,0,0,0,4,4,4,清淡汤不浓人很多老店不错,0,0,感謝您的支持與好評讓客人滿意是我們店的宗旨希望能再次為您服務,32,,,,,,,1,,1,,,,,,
460098,260179939,4107817,23684296,177,0,1,1,4,4,4,中午吃恶心了单位的食堂跑出来打牙祭一个人音么纳歇儿的吃突然发现有鳗鱼块你没看错是鳗鱼块头一次见拿了一盘味道还可以点了两个鹅肝手握鹅肝还不错很肥可惜米饭是用那种快捷寿司器做的要是真的是手握的就好了再加点酱汁不过不能对快捷寿司要求这么苛刻今天的三文鱼子还算新鲜蟹子今天量挺足一个人吃了有大众的优惠买单还不错,0,0,您好非常感谢您抽出宝贵时间为池田寿司的点评我们会继续努力的力争为每一位尊贵的食客提供更加新鲜的菜肴和优质的服务再次感谢您的点评池田寿司全体员工恭候您的再次光临哦祝您以及您的家人天天开心,142,,,,,,,0,,0,,,,,,
991377,260434433,78796827,59120512,585,0,1,6,4,4,4,今天的天气相当好决定来美美的吃上一顿感谢大众和商家的元体验券不虚此行位置魏公村地铁出来后不远农行旁边院里楼上有大牌子挺好找的环境不错感觉不拥挤空气中不会漂浮的火锅烟店家用了很环保的锅吸排放很时髦啊服务很热情但是今天没有转菜的促销活动和也没有三大炮及冰粉的赠送了宝宝感觉很崩溃要是早来几天就好了好遗憾啊关注微信给送了个饮品算是安慰吧薏米什么水挺好喝的不过主餐还是要大口朵颐的开始介绍菜品锅底元菌菇椰子汤底小料元位机切羊腿半米长元虾滑元茼蒿元份娃娃菜元半份面元份山药元半份红薯元半份元元元总体感觉汤底菌菇的超好浓郁料足里面有杏鲍菇茶树菇和一种叫不上名字的菇椰子汤锅因为没打算吃鸡所以感觉比较清淡不过微微有点甜还挺新鲜的小料包含自己调配的多种佐料和甜品水果小菜哇超丰富的机切羊腿半米长特别嫩量还是挺足的虾滑比点虾合适女士嘛剥虾皮太费劲了菜半份量比较足非常给力总结这一餐环境非常好每一个格子里都感觉很独立菜品价格原价也比较合适因为会员很多半价菜所以吃的话也比较合适银耳甜汤夏天来喝特别好感谢大众点评送来试吃的好运气感谢商家的慷慨款待品质要保持才是王道欧,2,0,首先非常感谢您写的这么仔细的点评也感谢您对我们的支持与认可我们主张的是美女吃完火锅身上还有香水味因为我们每一张桌子都安有环保净化器薏米水也是我们师傅用真材实料精心熬制而成具有健脾祛湿功效期待您的下次光临,109,,,,,,,1,,1,,,,,,
489393,246234090,779478483,2415490,29,0,0,0,4,3,3,家乡菜很地道粉皮拉条子薄皮包子都很棒价格非常大众,0,0,谢谢亲的喜爱我们家还有好多好吃的等待您及家人朋友品尝哟祝您及家人天天开心,38,,,,,,,1,,1,,,,,,
280299,217826749,78789083,21088617,16,0,0,0,4,4,4,挺好的差不多一个月就要吃一次,0,0,感谢您的点评我们会继续努力的希望您多多关注我们祝您生活愉快,33,,,,,,,1,,1,,,,,,
55328,201758694,119754855,16792668,20,0,0,0,4,4,4,给服务员赞服务很热情下次还来,0,0,非常感谢您的光临点评和对我们秋味稻的支持更感谢您对我们小伙伴的表扬您的优质点评对我们是最大的鼓励我们会更加努力做的更好来回报每一位顾客我们期待您的下次光临祝您生活愉快因为有您们所以更努力,101,,,,,,,1,,1,,,,,,
777245,260978002,28332752,4655500,16,0,0,0,4,4,4,吃涮羊肉总能想起他家一直很好,0,0,您好非常感谢您的评价祝您生活愉快,19,,,,,,,1,,1,,,,,,
471545,244116379,53278277,23883194,17,0,0,0,4,4,4,椰子汁味道纯正食材新鲜服务周到,0,0,您好感谢您的支持与认可我们会再接再厉期待您的下次光临祝您生活愉快,37,,,,,,,1,,1,,,,,,
679013,160193525,1287284,3570217,15,0,0,0,4,4,4,不错一如既往的好服务也还不错,0,0,亲谢谢您的评价呦我们会继续努力的您的认可是对我们最大的鼓励我们要加油加油加油祝您身体健康生活愉快,55,,,,,,,1,,1,,,,,,
874083,307437585,1119926211,516347,20,0,1,1,4,3,4,号服务特别棒推荐牛排鸡脆骨,0,0,亲您好很高兴有您一路的陪伴感谢您的支持与喜爱能够得到您的满意是我们最大的追求您的每一个好评与鼓励都是我们前行不懈的动力再次谢谢您的点评期待您的再次光临,82,,,,,,,1,,1,,,,,,
853251,297361200,803106745,512890,23,0,0,0,4,4,4,服务很热情特别好环境也很舒适大窗户视野开阔,1,0,亲感谢你的宝贵意见我们的酸汤是用纯西红柿自然发酵加入米酸和多种中草药熬制而成的对人的身体有着开胃健脾美容养颜软化血管的功效喝酸汤得健康越喝越年轻哦祝你身体健康心想事成下次到店凭此信息可得特色凉菜一份,110,,,,,,,1,,1,,,,,,
790375,333126507,51636987,48216308,16,0,0,0,4,4,4,香香服务特别好火锅味道好推荐,1,0,您好客官在下辣莊莊主感谢您对辣莊的支持与厚爱我们一定会不断完善不断提高辣莊全体家人期待您再次光临,54,,,,,,,1,,1,,,,,,
901387,332728623,854127307,5423731,55,0,1,6,4,4,4,本店环境较好菜品种类丰富菜的口感都不错其中铁板茄子外脆内滑口感极佳值得推荐此外服务态度也还不错,0,0,尊敬的贵宾您好非常感谢您的好评祝您工作顺利生活愉快期待您的再次光临,37,,,,,,,1,,1,,,,,,
344379,275633427,24298692,22075779,51,0,0,0,4,4,4,团购套餐超值一个人吃份量正好环境更是很清静非常惬意夏威夷披萨里加了金枪鱼有点怪其他都很好,0,0,感谢您对的点评下次您可以提前告知我们您的口味喜好我们会努力做到让您满意期待您下次光临,51,,,,,,,1,,1,,,,,,
912239,208203744,797931902,5493867,17,0,0,0,4,4,4,服务好菜味好还给个大桌没白等,0,0,贵宾您好谢谢您的认可我们会继续努力的,21,,,,,,,1,,1,,,,,,
879813,248969058,15698082,516393,42,0,0,0,4,4,4,一直很不错生日送了瓶葡萄酒还有长寿面温馨就是面太咸了对于番茄火锅那是最爱,0,0,商家回应商家回应尊敬的贵宾您好感谢您对我们的肯定您的微笑就是我们的动力您的满意是我们服务的宗旨欢迎您再次光临如有需要请直接与我们联系,77,,,,,,,0,,0,,,,,,
712172,322196756,750577650,4060342,29,0,1,4,4,4,4,吃的自助味道很不错上菜也算及时服务员很,0,0,尊敬的顾客您好非常感谢您的好评以后常来哈我们现在针对年底聚餐推出满十赠一的活动具体可以电话咨询祝您生活愉快开心每一天赤坂亭北京大悦城店期待您的再次光临,84,,,,,,,1,,1,,,,,,
929480,333916445,562012660,563532,28,0,1,2,4,4,4,干净卫生口味好服务态度不错老北京口味值得推荐,0,0,感谢您抽出宝贵的时间为我们点评中华老字号东来顺饭庄的历史可以追溯到年一直致力于为您提供最具老北京特色的铜锅涮肉和清真炒菜您的评价是我们前进的动力东来顺饭庄全体员工期待您的再次光临,103,,,,,,,1,,1,,,,,,
